,author_name,short_id,institution,share_pct,location,repec_institution_id,author_url,matched_author,match_score,matched_index
21046,"Priesmeier, Christoph",ppr205,Deutsche Bundesbank,50%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/ppr205.html,priesmeier christoph,87.8048780487805,108012
10842,"Georgarakos, Dimitris",pge209,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pge209.html,georgarakos dimitris,87.8048780487805,111877
29029,"Zimmermann, Christian",pzi1,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pzi1.html,zimmermann christian,87.8048780487805,33003
12176,"Hauptmeier, Sebastian",pha517,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pha517.html,hauptmeier sebastian,87.8048780487805,92528
29054,"Zimpelmann, Christian",pzi164,Institute of Labor Economics (IZA),100,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pzi164.html,zimpelmann christian,87.8048780487805,113474
21012,"Pataracchia, Beatrice",ppa943,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/ppa943.html,pataracchia beatrice,87.8048780487805,111253
27924,"Vansteenkiste, Isabel",pva415,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pva415.html,vansteenkiste isabel,87.8048780487805,107489
198,"Aprigliano, Valentina",pap62,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pap62.html,aprigliano valentina,87.8048780487805,100773
12984,"Keuschnigg, Christian",pke42,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,23%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pke42.html,keuschnigg christian,87.8048780487805,112098
29030,"Zimmermann, Christian",pzi1,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pzi1.html,zimmermann christian,87.8048780487805,33003
12983,"Keuschnigg, Christian",pke42,CESifo,23%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pke42.html,keuschnigg christian,87.8048780487805,112098
4333,"Cologgi, Massimiliano",pco1093,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pco1093.html,cologgi massimiliano,87.8048780487805,112478
27475,"Vlassopoulos, Michael",pvl11,Institute of Labor Economics (IZA),6%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pvl11.html,vlassopoulos michael,87.8048780487805,19441
18394,"Mastrobuoni, Giovanni",pma370,Institute of Labor Economics (IZA),4%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pma370.html,mastrobuoni giovanni,87.8048780487805,49579
25539,"Schumacher, Christian",psc237,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/psc237.html,schumacher christian,87.8048780487805,115233
9412,"Gagliarducci, Stefano",pga182,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pga182.html,gagliarducci stefano,87.8048780487805,49184
16834,"Meinerding, Christoph",pme836,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pme836.html,meinerding christoph,87.8048780487805,104316
2501,"Bredemeier, Christian",pbr379,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbr379.html,bredemeier christian,87.8048780487805,69195
8636,"Fratangelo, Pierpaolo",pfr124,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pfr124.html,fratangelo pierpaolo,87.8048780487805,151815
27473,"Venturini, Alessandra",pve59,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pve59.html,venturini alessandra,87.8048780487805,135360
26775,"Tzamourani, Panagiota",ptz11,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/ptz11.html,tzamourani panagiota,87.8048780487805,49317
16050,"Mistretta, Alessandro",pmi868,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pmi868.html,mistretta alessandro,87.8048780487805,132623
2044,"Bouthevillain, Carine",pbo384,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pbo384.html,bouthevillain carine,87.8048780487805,84584
10542,"Guglielminetti, Elisa",pgu677,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pgu677.html,guglielminetti elisa,87.8048780487805,103003
15586,"Lieberknecht, Philipp",pli1121,Deutsche Bundesbank,95%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pli1121.html,lieberknecht philipp,87.8048780487805,96253
19341,"Offermanns, Christian",pof25,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pof25.html,offermanns christian,87.8048780487805,104624
4492,"Checherita Westphal, Cristina",pch981,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pch981.html,checherita westphal cristina,87.71929824561404,96217
2441,"Barauskaite (Griskeviciene), Kristina",pba1659,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pba1659.html,barauskaite griskeviciene kristina,87.32394366197182,67643
2472,"Barbiellini Amidei, Federico",pba789,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pba789.html,barbiellini amidei federico,87.27272727272728,104229
25841,"Totarelli, Maddalena",pto634,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pto634.html,totarelli maddalena,87.17948717948718,45787
10632,"Guillouzouic, Arthur",pgu878,Paris School of Economics,1%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pgu878.html,guillouzouic arthur,87.17948717948718,137021
7283,"de Gendre, Alexandra",pde958,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pde958.html,de gendre alexandra,87.17948717948718,45734
27389,"Vandenbussche, Hylke",pva87,CESifo,33%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pva87.html,vandenbussche hylke,87.17948717948718,120560
27654,"Vergopoulos, Vassili",pve291,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pve291.html,vergopoulos vassili,87.17948717948718,48285
4505,"Cantelmo, Alessandro",pca1105,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pca1105.html,cantelmo alessandro,87.17948717948718,105317
10986,"Gorodnichenko, Yuriy",pgo175,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pgo175.html,gorodnichenko yuriy,87.17948717948718,35100
10858,"Georgiadis, Georgios",pge192,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pge192.html,georgiadis georgios,87.17948717948718,29468
24406,"Stimmelmayr, Michael",pst288,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pst288.html,stimmelmayr michael,87.17948717948718,110905
19203,"Olivieri, Elisabetta",pol254,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pol254.html,olivieri elisabetta,87.17948717948718,150083
16626,"Monokroussos, George",pmo480,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pmo480.html,monokroussos george,87.17948717948718,119980
17806,"Mukhopadhyay, Sankar",pmu165,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pmu165.html,mukhopadhyay sankar,87.17948717948718,132628
2399,"Bratti, Massimiliano",pbr22,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbr22.html,bratti massimiliano,87.17948717948718,148136
16566,"Monacelli, Francesca",pmo1409,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pmo1409.html,monacelli francesca,87.17948717948718,137301
28406,"Weissbart, Christoph",pwe378,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pwe378.html,weissbart christoph,87.17948717948718,91895
24902,"Schiantarelli, Fabio",psc8,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psc8.html,schiantarelli fabio,87.17948717948718,32135
21543,"Quagliariello, Mario",pqu31,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pqu31.html,quagliariello mario,87.17948717948718,67084
8486,"Franceschi, Emanuele",pfr425,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pfr425.html,franceschi emanuele,87.17948717948718,102091
9444,"Giaccherini, Matilde",pgi375,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pgi375.html,giaccherini matilde,87.17948717948718,132426
25630,"Schwefer, Maximilian",psc787,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,50%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/psc787.html,schwefer maximilian,87.17948717948718,149577
21003,"Patacchini, Eleonora",ppa393,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppa393.html,patacchini eleonora,87.17948717948718,18495
28339,"Wittneben, Christian",pwi412,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pwi412.html,wittneben christian,87.17948717948718,115604
6500,"Dorffmeister, Ludwig",pdo213,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pdo213.html,dorffmeister ludwig,87.17948717948718,91909
18622,"Neuenkirch, Matthias",pne117,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pne117.html,neuenkirch matthias,87.17948717948718,111144
11384,"Heinemann, Friedrich",phe137,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),99%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/phe137.html,heinemann friedrich,87.17948717948718,35604
9279,"Ghersengorin, Alexis",pgh188,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pgh188.html,ghersengorin alexis,87.17948717948718,58808
11071,"Gylfason, Thorvaldur",pgy1,CESifo,33%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pgy1.html,gylfason thorvaldur,87.17948717948718,15768
21911,"Rondinelli, Concetta",pro240,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pro240.html,rondinelli concetta,87.17948717948718,103007
19068,"Niepmann, Friederike",pni188,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pni188.html,niepmann friederike,87.17948717948718,106215
5330,"Castelletti, Barbara",pca1010,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pca1010.html,castelletti barbara,87.17948717948718,94167
3851,"Bonaccorsi di Patti, Emilia",pbo808,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pbo808.html,bonaccorsi di patti emilia,86.79245283018868,91722
10513,"Gathmann, Christina",pga85,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pga85.html,gathmann christina,86.48648648648648,45571
2656,"Biavaschi, Costanza",pbi214,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbi214.html,biavaschi costanza,86.48648648648648,129373
4462,"Conflitti, Cristina",pco586,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pco586.html,conflitti cristina,86.48648648648648,97729
1921,"Balassone, Fabrizio",pba227,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pba227.html,balassone fabrizio,86.48648648648648,109314
4634,"Caprioli, Francesco",pca1739,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pca1739.html,caprioli francesco,86.48648648648648,109317
3976,"Clemens, Christiane",pcl13,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pcl13.html,clemens christiane,86.48648648648648,119897
22290,"Rigon, Massimiliano",pri251,Banca d'Italia,50%,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pri251.html,rigon massimiliano,86.48648648648648,84568
26667,"Turrini, Alessandro",ptu45,Institute of Labor Economics (IZA),6%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ptu45.html,turrini alessandro,86.48648648648648,103840
1616,"Bornukova, Kateryna",pbo436,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pbo436.html,bornukova kateryna,86.48648648648648,138578
23380,"Serafinelli, Michel",pse281,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pse281.html,serafinelli michel,86.48648648648648,135389
10512,"Gathmann, Christina",pga85,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pga85.html,gathmann christina,86.48648648648648,45571
15114,"Lommatzsch, Kirsten",plo114,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/plo114.html,lommatzsch kirsten,86.48648648648648,119683
6866,"Drouvelis, Michalis",pdr67,CESifo,50%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pdr67.html,drouvelis michalis,86.48648648648648,20446
20469,"Perugini, Cristiano",ppe247,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppe247.html,perugini cristiano,86.48648648648648,104786
6829,"Davillas, Apostolos",pda910,Institute of Labor Economics (IZA),31%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pda910.html,davillas apostolos,86.48648648648648,112064
845,"Assenmacher, Katrin",pwe101,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pwe101.html,assenmacher katrin,86.48648648648648,115828
28253,"Waldenstrom, Daniel",pwa121,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,1%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pwa121.html,waldenstrom daniel,86.48648648648648,49714
15924,"Lipponer, Alexander",pli326,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pli326.html,lipponer alexander,86.48648648648648,67353
28254,"Waldenstrom, Daniel",pwa121,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pwa121.html,waldenstrom daniel,86.48648648648648,49714
14010,"Kaufmann, Christoph",pka1262,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pka1262.html,kaufmann christoph,86.48648648648648,108292
20847,"Pfeiffer, Friedhelm",ppf19,Institute of Labor Economics (IZA),4%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ppf19.html,pfeiffer friedhelm,86.48648648648648,55858
20851,"Parrotta, Pierpaolo",ppa482,Institute of Labor Economics (IZA),61%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppa482.html,parrotta pierpaolo,86.48648648648648,149910
8224,"Ferrari, Alessandro",pfe483,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pfe483.html,ferrari alessandro,86.48648648648648,106918
4857,"Corsello, Francesco",pco968,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pco968.html,corsello francesco,86.48648648648648,91516
20845,"Pfeiffer, Friedhelm",ppf19,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),90%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/ppf19.html,pfeiffer friedhelm,86.48648648648648,55858
58,"Antonioli, Federico",pan678,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pan678.html,antonioli federico,86.48648648648648,110317
10514,"Gathmann, Christina",pga85,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),1%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/pga85.html,gathmann christina,86.48648648648648,45571
1346,"Bellettini, Giorgio",pbe34,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pbe34.html,bellettini giorgio,86.48648648648648,55380
7277,"Degasperi, Riccardo",pde1400,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pde1400.html,degasperi riccardo,86.48648648648648,116973
14907,"Lessmann, Christian",ple263,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/ple263.html,lessmann christian,86.48648648648648,119746
27562,"Vandeweyer, Quentin",pva904,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pva904.html,vandeweyer quentin,86.48648648648648,110446
27711,"Vermandel, Gauthier",pve282,Banque de France,10%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pve282.html,vermandel gauthier,86.48648648648648,94009
25384,"Skaperdas, Stergios",psk27,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/psk27.html,skaperdas stergios,86.48648648648648,33202
21133,"Piermattei, Stefano",ppi356,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/ppi356.html,piermattei stefano,86.48648648648648,109980
1811,"Bottero, Margherita",pbo1036,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pbo1036.html,bottero margherita,86.48648648648648,91242
4104,"Caldarola, Bernardo",pca1569,Joint Research Centre European Commission,95%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pca1569.html,caldarola bernardo,86.48648648648648,102431
20097,"Paludkiewicz, Karol",ppa1310,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/ppa1310.html,paludkiewicz karol,86.48648648648648,108088
17105,"Mendicino, Caterina",pme231,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pme231.html,mendicino caterina,86.48648648648648,69221
18239,"Marzano, Elisabetta",pma654,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pma654.html,marzano elisabetta,86.48648648648648,73382
9834,"Giovannini, Massimo",pgi350,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pgi350.html,giovannini massimo,86.48648648648648,111854
24873,"Stumpner, Sebastian",pst765,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pst765.html,stumpner sebastian,86.48648648648648,63648
27702,"vom Lehn, Christian",pvo233,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pvo233.html,vom lehn christian,86.48648648648648,68626
2286,"Brainerd, Elizabeth",pbr406,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbr406.html,brainerd elizabeth,86.48648648648648,134793
2820,"Bronzini, Raffaello",pbr282,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pbr282.html,bronzini raffaello,86.48648648648648,135674
24844,"Silvestrini, Andrea",psi342,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/psi342.html,silvestrini andrea,86.48648648648648,112809
9864,"Ganglmair, Bernhard",pga159,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),47%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/pga159.html,ganglmair bernhard,86.48648648648648,111911
25422,"Schubert, Katheline",psc372,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/psc372.html,schubert katheline,86.48648648648648,101061
